icao_code,iata_code,latitude,longitude,elevation_ft,airport_name,airport_type,iso_country,iso_region,municipality,scheduled_service
AYLL,LGN,-5.5319444444400006,149.734166667,17.0,Linga Linga Airport,small_airport,PG,PG-WBK,Linga Linga,no
AYLM,LMY,-7.009920120239999,141.49400329600002,52.0,Lake Murray Airport,small_airport,PG,PG-WPD,Lake Murray,yes
AYLN,LNM,-7.223138888889999,146.227083333,5127.0,Langimar Airport,small_airport,PG,PG-MPL,xxx,no
AYLO,LWI,-6.3344,146.6458,2900.0,Lowai Airport,small_airport,PG,PG-MPL,Lowai,no
AYLP,LPN,-6.3917,146.3434,680.0,Leron Plains Airport,small_airport,PG,PG-MPL,Leron Plains,no
AYLQ,xxx,-8.8186,143.1317,100.0,Lagoon Airstrip,small_airport,PG,PG-WPD,Lagoon,no
AYLS,LNG,-8.2799,146.2765,40.0,Lese Airport,small_airport,PG,PG-GPK,Lese,no
AYLT,LNC,-6.384611111110001,147.368638889,5750.0,Lengbati Airport,small_airport,PG,PG-MPL,xxx,no
AYLU,LMI,-3.47683951134,142.041292191,1750.0,Lumi Airport,small_airport,PG,PG-SAN,Lumi,no
AYLX,LSJ,-5.3604,147.0177,116.0,Long Island Airport,small_airport,PG,PG-MPM,Long Island,no
AYLZ,xxx,-4.0322,143.1831,77.0,Slai Airstrip,small_airport,PG,PG-ESW,Slai,no
AYMA,MRM,-9.1908,147.6219,2630.0,Manari Airport,small_airport,PG,PG-NPP,Manari,no
AYMB,OBM,-7.74,147.59,8.0,Morobe Airport,small_airport,PG,PG-MPL,Morobe,no
AYMC,MYX,-7.211666666669999,146.019361111,3880.0,Menyamya Airport,small_airport,PG,PG-MPL,Menyamya,no
AYMD,MAG,-5.20707988739,145.789001465,20.0,Madang Airport,medium_airport,PG,PG-MPM,Madang,yes
AYMH,HGU,-5.826789855957031,144.29600524902344,5388.0,Mount Hagen Kagamuga Airport,medium_airport,PG,PG-WHM,Mount Hagen,yes
AYMI,MXK,-6.471666666669999,147.441138889,4200.0,Mindik Airport,small_airport,PG,PG-MPL,Mindik,no
AYMJ,MPG,-6.5322222222200015,147.651166667,2530.0,Makini Airport,small_airport,PG,PG-MPL,Makini,no
AYMK,xxx,-5.730238,149.05658300000002,1050.0,Mok Airport,small_airport,PG,PG-WBK,Mok,no
AYML,GUV,-6.2808589999999995,142.420775,825.0,Mougulu Airport,small_airport,PG,PG-WPD,Mougulu,no
AYMM,MMV,-1.394444,144.171111,6.0,Mal Airport,small_airport,PG,PG-ESW,Mal Island,no
AYMN,MDU,-6.14774,143.656998,5680.0,Mendi Airport,medium_airport,PG,PG-SHM,Mendi,yes
AYMO,MAS,-2.06189,147.423996,12.0,Momote Airport,medium_airport,PG,PG-MRL,Manus Island,yes
AYMP,MLQ,-8.071388888889999,146.15547222200001,20.0,Malalaua Airport,small_airport,PG,PG-GPK,Malalaua,no
AYMQ,MQO,-8.709166666669999,142.649722222,126.0,Malam Airport,small_airport,PG,PG-WPD,Malam,no
AYMR,MXH,-6.36332988739,143.238006592,2740.0,Moro Airport,small_airport,PG,PG-SHM,Moro,yes
AYMS,MIS,-10.6892004013,152.837997437,26.0,Misima Island Airport,small_airport,PG,PG-MBA,Misima Island,yes
AYMV,MKN,-4.02343055556,153.65727777799998,5.0,Malekolon Airport,small_airport,PG,PG-NIK,Babase Island,no
AYMW,MWG,-6.9736,145.8849,6050.0,Marawaka Airport,small_airport,PG,PG-EHG,Marawaka,no
AYMY,xxx,-3.3158,141.2461,729.0,Smok Airstrip,small_airport,PG,PG-SAN,Smok,no
AYMZ,MPU,-2.81138888889,151.991111111,40.0,Mapua(Mabua) Airport,small_airport,PG,PG-NIK,Tatau Island,no
AYNA,NKN,-5.837000000000001,146.4533,5800.0,Nankina Airport,small_airport,PG,PG-MPM,Gwarawon,no
AYNB,KEX,-7.538888888890001,145.905,4288.0,Kanabea Airport,small_airport,PG,PG-GPK,Kanabea,no
AYNC,NDN,-9.14355555556,147.68425,5100.0,Nadunumu Airport,small_airport,PG,PG-CPM,Nadunumu,no
AYND,AUI,-1.46055555556,143.064722222,4.0,Aua Island Airport,small_airport,PG,PG-MRL,Aua Island,no
AYNE,GBF,-6.567778,144.703058,4500.0,Negarbo(Negabo) Airport,small_airport,PG,PG-CPK,Negarbo,no
AYNG,MFO,-5.5777779999999995,151.792333,187.0,Manguna Airport,small_airport,PG,PG-EBR,Manguna,no
AYNI,NUG,-3.4075,154.7383,30.0,Nuguria Airstrip,small_airport,PG,PG-NIK,Nuguria Island,no
AYNJ,NDI,-9.47375,148.329416667,1044.0,Namudi Airport,small_airport,PG,PG-NPP,Namudi,no
AYNM,KSB,-6.3819,146.9859,5800.0,Kasonombe Airport,small_airport,PG,PG-MPL,Kasonombe,no
AYNN,KDP,-5.840611111109999,143.507222222,7710.0,Kandep Airport,small_airport,PG,PG-EPW,Kandep,no
AYNO,NMN,-6.32183,145.070667,6032.0,Nomane Airport,small_airport,PG,PG-CPK,Namane,no
AYNQ,xxx,-7.4846,143.8224,99.0,Kibeni Airstrip,small_airport,PG,PG-GPK,Kibeni,no
AYNS,BXZ,-5.7243,147.8667,201.0,Bunsil Airport,small_airport,PG,PG-MPL,Bunsil - Umboi Island,no
AYNT,xxx,-6.7227,143.5636,1385.0,Kantobo Airstrip,small_airport,PG,PG-SHM,Kantobo,no
AYNU,UKU,-3.676651,142.48433400000002,870.0,Nuku Airport,small_airport,PG,PG-SAN,Nuku,yes
AYNW,NWT,-9.984166666669998,149.72916666700002,2040.0,Nowata Airport,small_airport,PG,PG-MBA,Nowata,no
AYNX,ATN,-3.6695,152.438,150.0,Namatanai Airport,small_airport,PG,PG-NIK,Namatanai,no
AYNY,NBA,-6.2412,145.2424,5550.0,Nambaiyufa Airport,small_airport,PG,PG-CPK,Nambaiyufa,no
AYNZ,LAE,-6.569803,146.725977,239.0,Nadzab Airport,medium_airport,PG,PG-MPL,Lae,yes
AYOA,xxx,-3.5980000000000003,141.3614,366.0,Kwomtari Airstrip,small_airport,PG,PG-SAN,Kwomtari,no
AYOB,OBX,-7.590622421369998,141.324262619,29.0,Obo Airport,small_airport,PG,PG-WPD,Obo,yes
AYOD,xxx,-6.5507,145.9728,5600.0,Obura Airstrip,small_airport,PG,PG-EHG,Obura,no
AYOE,KGB,-6.2239,147.2152,5900.0,Konge Airport,small_airport,PG,PG-MPL,Konge,no
AYOF,OKV,-5.556666666669999,141.032777778,450.0,Okao Airport,small_airport,PG,PG-WPD,Okao,no
AYOG,OGE,-6.46675,147.364166667,5850.0,Ogeranang Airport,small_airport,PG,PG-MPL,xxx,no
AYOH,xxx,-4.7065,141.9006,310.0,Okisai Airstrip,small_airport,PG,PG-SAN,Okisai,no
AYOI,xxx,-7.038611111110001,145.734166667,4816.0,Boikoa Airstrip,small_airport,PG,PG-MPL,Boikoa,no
AYOJ,OKP,-5.2261,142.2259,5140.0,Oksapmin Airport,small_airport,PG,PG-SAN,Oksapmin,no
AYOK,HOC,-7.3984,145.8827,3960.0,Komako Airport,small_airport,PG,PG-GPK,Komako,no
AYOL,KQL,-5.731166666669999,144.846,5350.0,Kol Airport,small_airport,PG,PG-JI,Kol,no
AYOM,OSE,-7.82777777778,147.080638889,2540.0,Omora Airport,small_airport,PG,PG-MPL,Omora,no
AYON,KMB,-5.4875,144.606944444,3000.0,Koinambe Airport,small_airport,PG,PG-JI,Konambe,no
AYOO,KOM,-6.0682,142.8598,5057.0,Komo-Manda Airport,small_airport,PG,PG-HE,Komo,no
AYOP,KSP,-8.450716,147.209195,6350.0,Kosipe Airport,small_airport,PG,PG-CPM,Kosipe Mission,no
AYOQ,KCJ,-7.2714,143.5952,28.0,Komaio Airport,small_airport,PG,PG-GPK,Komaio,no
AYOR,xxx,-3.32161111111,141.858416667,2090.0,Kabori Airstrip,small_airport,PG,PG-SAN,Kabori,no
AYOS,xxx,-3.9522,143.1767,149.0,Kosimbi Airstrip,small_airport,PG,PG-ESW,Kosimbi Mission,no
AYOU,xxx,-5.3817,144.6355,5400.0,Kombaku Airstrip,small_airport,PG,PG-MPM,Kombaku,no
AYOV,OLQ,-5.3897222222200005,141.51527777799998,1500.0,Olsobip Airport,small_airport,PG,PG-WPD,Olsobip,no
AYOW,KDE,-5.6952,142.7441,5638.0,Koroba Airport,small_airport,PG,PG-HE,Koroba,no
AYOX,xxx,-4.1615,141.2478,240.0,Moi Airstrip,small_airport,PG,PG-SAN,Moi,no
AYOY,OPB,-4.794727,151.696195,33.0,Open Bay Airport,small_airport,PG,PG-WBK,Maitanakunai,no
AYOZ,xxx,-6.4304,145.0931,5745.0,Kora Airstrip,small_airport,PG,PG-EHG,Kora,no
AYPA,xxx,-7.0838,142.514,489.0,Somokopa Airstrip,small_airport,PG,PG-WPD,Somokopa,no
AYPB,PLE,-5.3725,142.976111111,6100.0,Paiela Airport,small_airport,PG,PG-EPW,Paiela,no
AYPC,PGB,-7.0226,141.5605,60.0,Pangoa Airport,small_airport,PG,PG-WPD,Pangoa,no
AYPD,PDI,-6.445138888890001,147.515833333,2995.0,Pindiu Airport,small_airport,PG,PG-MPL,Pindiu,no
AYPE,APR,-4.67666666667,142.540138889,220.0,April River Airport,small_airport,PG,PG-ESW,April River,no
AYPG,PGN,-6.386,144.1084,5340.0,Pangia Airport,small_airport,PG,PG-SHM,Pangia,no
AYPI,xxx,-6.371,144.6839,3408.0,Kapi Airstrip,small_airport,PG,PG-CPK,Kapi,no
AYPJ,PMP,-6.499166666669999,143.510277778,2745.0,Pimaga Airport,small_airport,PG,PG-SHM,Pimaga,no
AYPK,xxx,-5.01363,144.842428,255.0,Pasinkap Airstrip,small_airport,PG,PG-MPM,Pasinkap,no
AYPO,MPF,-7.979,143.1694,45.0,Mapoda Airport,small_airport,PG,PG-WPD,Mapoda,no
AYPQ,PMN,-9.7469,149.4766,427.0,Pumani Airport,small_airport,PG,PG-MBA,Pumani,no
AYPU,xxx,-6.475161111109999,143.987222222,6050.0,Puri Airport,small_airport,PG,PG-SHM,Puri,no
AYPW,xxx,-7.672055555560001,143.124722222,42.0,Panakawa Airport,small_airport,PG,PG-WPD,xxx,no
AYPX,xxx,-4.5362,142.5176,124.0,Pukapuki Airstrip,small_airport,PG,PG-ESW,Pukapuki Vilage,no
AYPY,POM,-9.443380355834961,147.22000122070312,146.0,Port Moresby Jacksons International Airport,large_airport,PG,PG-NCD,Port Moresby,yes
AYQA,KRJ,-4.59666666667,143.5225,70.0,Karawari Airstrip,small_airport,PG,PG-ESW,Amboin,no
AYQB,xxx,-6.9623,145.6448,3560.0,Simbari Airstrip,small_airport,PG,PG-EHG,Simbari,no
AYQL,TLP,-4.7748,141.0133,3590.0,Tumolbil Airport,small_airport,PG,PG-SAN,Tumolbil,no
AYQM,xxx,-6.8008,145.7134,4990.0,Simogu Airstrip,small_airport,PG,PG-EHG,Simogu,no
AYQO,SPH,-8.3038,147.1659,6580.0,Sopu Airport,small_airport,PG,PG-CPM,Sopu,no
AYQQ,ONB,-8.67436111111,147.262416667,5800.0,Ononge Airport,small_airport,PG,PG-CPM,Onange Mission,no
AYQS,SXA,-6.0908,147.5955,170.0,Sialum Airport,small_airport,PG,PG-MPL,Sialum,no
AYQU,xxx,-4.6581,144.6082,89.0,Tsumba Airstrip,small_airport,PG,PG-MPM,Tsumba Mission,no
AYQV,xxx,-3.9925,141.5537,183.0,Sinow Airstrip,small_airport,PG,PG-SAN,Sinow,no
AYQW,xxx,-4.7508,142.3686,465.0,Sumwari Airstrip,small_airport,PG,PG-ESW,Sumwari,no
AYRA,KIQ,-8.065111111110001,147.332027778,1700.0,Kira Airport,small_airport,PG,PG-NPP,Kira,no
AYRE,RBP,-9.97111111111,149.832222222,170.0,Raba Raba Airport,small_airport,PG,PG-MBA,Rabaraba,no
AYRF,xxx,-8.75388888889,141.911388889,80.0,Arufi Airstrip,small_airport,PG,PG-WPD,Arufi,no
AYRG,RMN,-5.89722222222,141.271666667,160.0,Rumginae Airport,small_airport,PG,PG-WPD,xxx,no
AYRI,KMR,-6.4921,144.82299999999998,3640.0,Karimui Airport,small_airport,PG,PG-CPK,Karimui,no
AYRK,RKU,-8.817000054,146.5243833,45.0,Kairuku Airport,small_airport,PG,PG-CPM,Yule Island,no
AYRL,xxx,-6.9015,146.3698,431.0,Maralina Airstrip,small_airport,PG,PG-MPL,Maralina,no
AYRM,MWI,-5.13,143.4829,5160.0,Maramuni Airport,small_airport,PG,PG-EPW,Maramuni,no
AYRN,xxx,-6.9125,145.6731,5100.0,Norambi Airstrip.,small_airport,PG,PG-EHG,Norambi,no
AYRO,KOR,-7.83466666667,146.5335,230.0,Kakoro(Koroko) Airstrip,small_airport,PG,PG-GPK,Kakoro,no
AYRR,xxx,-6.6815,144.1842,4545.0,Tiri Airstrip,small_airport,PG,PG-SHM,Tiri,no
AYRT,xxx,-4.2839,143.1512,60.0,Kirinbit Airstrip,small_airport,PG,PG-ESW,Kirinbit,no
AYRV,MRH,-4.3615,141.785,107.0,May River Airstrip,small_airport,PG,PG-ESW,May River,no
AYRW,xxx,-8.437000000000001,141.5142,69.0,Kiriwo Airstrip,small_airport,PG,PG-WPD,Kiriwa,no
AYRX,xxx,-9.8944,148.1069,898.0,Mount Boregoro Helicopter Landing  Site,heliport,PG,PG-CPM,Mount Boregoro,no
AYSA,SBE,-6.10444444444,142.278333333,465.0,Suabi Airport,small_airport,PG,PG-WPD,xxx,no
AYSB,xxx,-7.2196,144.2352,115.0,Sirebi Airstrip,small_airport,PG,PG-GPK,Sirebi,no
AYSC,xxx,-4.3655,144.0612,42.0,Samban Airstrip,small_airport,PG,PG-ESW,Samban School,no
AYSD,SDI,-5.62713888889,146.462777778,83.0,Saidor Airport,small_airport,PG,PG-MPM,Saidor,no
AYSE,NIS,-2.66222222222,151.997777778,10.0,Simberi Airport,small_airport,PG,PG-NIK,Simberi Island,no
AYSF,SFU,-9.593055555560001,148.636111111,430.0,Safia Airport,small_airport,PG,PG-NPP,Safia,no
AYSG,SIL,-9.07355555556,148.38925,2230.0,Sila Airport,small_airport,PG,PG-NPP,Sila Mission,no
AYSH,SBV,-5.5765,155.0489,10.0,Sabah Airport,small_airport,PG,PG-NSB,Sabah,no
AYSI,xxx,-5.4122,141.8252,4285.0,Seltamin Airstrip,small_airport,PG,PG-WPD,Seltamin,no
AYSJ,SIM,-5.278611111110001,144.54472222200002,5804.0,Simbai Airport,small_airport,PG,PG-MPM,Simbai,no
AYSK,SGK,-5.12583333333,144.323611111,6242.0,Sengapi Airstrip,small_airport,PG,PG-MPM,Sengapi,no
AYSL,SXH,-9.96452777778,151.161861111,30.0,Sehulea Airport,small_airport,PG,PG-MBA,Sehulea,no
AYSM,xxx,-6.7193,143.9338,3830.0,Samberigi Airstrip,small_airport,PG,PG-SHM,Samberigi Mission,no
AYSN,xxx,-6.023611111110001,149.785833333,1550.0,Assengseng Airstrip,small_airport,PG,PG-WBK,Assengseng,no
AYSO,SBC,-5.315,141.752,5130.0,Selbang Airport,small_airport,PG,PG-WPD,Selbang,no
AYSP,SMH,-6.0752777777799984,146.811111111,2912.0,Sapmanga Airport,small_airport,PG,PG-MPL,Sapmanga,no
AYSQ,SPV,-3.8821,143.6734,230.0,Sepik Plains Airport,small_airport,PG,PG-ESW,Sepik Plains,no
AYSR,xxx,-3.9678,143.2763,127.0,Sangera Airstrip,small_airport,PG,PG-ESW,Sangera,no
AYSS,TDS,-7.6217,142.868,121.0,Sasereme Airport,small_airport,PG,PG-WPD,Sasereme,yes
AYST,xxx,-8.1525,142.26844444399998,40.0,Sturt Island Airport,small_airport,PG,PG-WPD,xxx,no
AYSU,SKC,-8.0466,141.7222,24.0,Suki Airport,small_airport,PG,PG-WPD,Suki,yes
AYSV,SXW,-5.9701,148.8543,46.0,Sauren Airport,small_airport,PG,PG-WBK,Sauren,no
AYSW,SWG,-6.13955555556,147.279166667,4185.0,Satwag Airport,small_airport,PG,PG-MPL,Satwag,no
AYSX,MBV,-6.345,147.591,5900.0,Masa Airport,small_airport,PG,PG-MPL,Masa,no
AYSY,xxx,-2.9739,141.9297,37.0,Serra Airstrip,small_airport,PG,PG-SAN,Serai,no
AYSZ,xxx,-6.4513,147.0673,6042.0,Samanzing Airstrip,small_airport,PG,PG-MPL,Samanzing,no
AYTA,TIZ,-5.84499979019,142.947998047,5500.0,Tari Airport,small_airport,PG,PG-HE,Tari,yes
AYTB,TBG,-5.27861,141.225998,1570.0,Tabubil Airport,small_airport,PG,PG-WPD,Tabubil,yes
AYTC,xxx,-8.4188,142.9043,48.0,Tapila Airstrip,small_airport,PG,PG-WPD,Mutam,no
AYTD,xxx,-7.3205,144.6384,100.0,Teredau Airport,small_airport,PG,PG-GPK,Tetehui,no
AYTE,TFM,-5.12608,141.641922,4950.0,Telefomin Airport,small_airport,PG,PG-SAN,Telefomin,no
AYTF,TDB,-9.1586,148.0686,3365.0,Tetebedi Airport,small_airport,PG,PG-NPP,Tetebedi,no
AYTG,TGL,-11.331111111099998,153.202916667,59.0,Tagula Airport,small_airport,PG,PG-MBA,Sudest Island,no
AYTH,TFB,-5.1173,141.41899999999998,4735.0,Tifalmin Airport,small_airport,PG,PG-SAN,Tifalmin,no
AYTI,TPI,-8.35666666667,146.989166667,3100.0,Tapini Airport,small_airport,PG,PG-CPM,Tapini,yes
AYTJ,TAJ,-3.1981918035400003,142.430963516,33.0,Tadji Airport,small_airport,PG,PG-SAN,Aitape,yes
AYTK,RAB,-4.34046,152.380005,49.0,Tokua Airport,medium_airport,PG,PG-EBR,Kokopo,yes
AYTL,xxx,-6.3708,144.7167,3500.0,Talbakul Airstrip,small_airport,PG,PG-CPK,Talbakul,no
AYTM,xxx,-4.7246,144.1529,140.0,Tamo Airstrip,small_airport,PG,PG-ESW,Tamo,no
AYTN,TKW,-5.24366666667,142.165194444,5785.0,Tekin Airport,small_airport,PG,PG-SAN,Tekin,no
AYTO,KDQ,-3.6005559999999996,141.05166699999998,1350.0,Kamberatoro Airport,small_airport,PG,PG-SAN,Kamberatoro Mission,no
AYTP,TEP,-5.9553,146.5595,7011.0,Tep Tep Airport,small_airport,PG,PG-MPM,Teptep,no
AYTQ,xxx,-5.8545,146.6371,5066.0,Tapen Airstrip,small_airport,PG,PG-MPL,Tapen,no
AYTR,TBQ,-6.466666666669999,145.532222222,6100.0,Tarabo Airport,small_airport,PG,PG-EHG,Tarabo,no
AYTS,TSW,-7.0695,146.1272,4185.0,Tsewi Airport,small_airport,PG,PG-MPL,Tsewi,no
AYTT,TRJ,-5.614,141.0421,281.0,Tarakbits Airport,small_airport,PG,PG-WPD,Tarakbits,no
AYTU,TFI,-9.07595443726,149.319839478,85.0,Tufi Airport,small_airport,PG,PG-NPP,Tufi,yes
AYTV,TBE,-4.196633,143.51922199999998,24.0,Timbunke Airport,small_airport,PG,PG-ESW,Timbunke,no
AYTW,TWY,-7.4463,146.1067,5020.0,Tawa Airport,small_airport,PG,PG-MPL,Tawa,no
AYTY,TEO,-8.16972222222,146.194444444,15.0,Terapo Airport,small_airport,PG,PG-GPK,Terapo Mission,no
AYTZ,TKB,-7.6808,146.5503,1310.0,Tekadu Airport,small_airport,PG,PG-MPL,Tekadu,no
AYUA,xxx,-3.386,141.5868,707.0,Utai Airstrip,small_airport,PG,PG-SAN,Utai,no
AYUB,xxx,-4.883308,141.525381,2200.0,Gubil Airstrip,small_airport,PG,PG-SAN,Bufripmin/Usareimin,no
AYUC,UMC,-7.0214,145.966,5950.0,Umba Airport,small_airport,PG,PG-MPL,Umba,no
AYUD,xxx,-8.7819,147.2785,3300.0,Kais-Udave Helicopter landing site,heliport,PG,PG-CPM,xxx,no
AYUE,URU,-9.5162,148.5591,481.0,Uroubi Airport,small_airport,PG,PG-NPP,Uroubi,no
AYUG,xxx,-3.6381,142.8379,595.0,Brugam Airstrip,small_airport,PG,PG-ESW,Wa'ahun,no
AYUI,UBI,-6.729166666669999,155.68333333299998,230.0,Buin Airport,small_airport,PG,PG-NSB,Buin,no
AYUL,xxx,-6.8385,142.8983,740.0,Musula Airstrip,small_airport,PG,PG-SHM,Musula,no
AYUM,AUV,-5.731111111110001,148.445277778,450.0,Aumo Airport,small_airport,PG,PG-WBK,Aumo,no
AYUN,xxx,-4.6564,144.2517,48.0,Bunam Airstrip,small_airport,PG,PG-ESW,Bunam,no
AYUO,xxx,-6.3679,145.9902,4860.0,Omaura Airstrip,small_airport,PG,PG-EHG,Omaura,no
AYUP,GLP,-5.2808,141.5411,4900.0,Gulgubip Airport,small_airport,PG,PG-WHM,Gulgubip,no
AYUQ,xxx,-5.5078,144.1171,4067.0,Kumbwareta Airstrip,small_airport,PG,PG-WHM,Kumbwareta,no
AYUR,UPR,-8.5411,142.6503,52.0,Upiara Airport,small_airport,PG,PG-WPD,Upiara,no
AYUS,xxx,-8.3684,142.5862,71.0,Suame Airstrip,small_airport,PG,PG-WPD,Suame,no
AYUT,xxx,-6.005,146.7205,5740.0,Bunguwat Airstrip,small_airport,PG,PG-MPL,Bunguwat,no
AYUU,xxx,-7.4011,145.8149,3950.0,Bu'u Airstrip,small_airport,PG,PG-GPK,Bu'u,no
AYUV,xxx,-6.6025,145.8372,5300.0,Tuvau Airstrip,small_airport,PG,PG-GPK,Tuvau,no
AYUW,xxx,-5.51,142.6392,5155.0,Auwi Airstrip,small_airport,PG,PG-HE,Auwi,no
AYUX,xxx,-6.9858,145.8102,5820.0,Usarumpia Airstrip,small_airport,PG,PG-EHG,Usarumpia,no
AYUY,KUX,-5.372361111110001,141.623888889,3290.0,Kuyol Airport,small_airport,PG,PG-WPD,xxx,no
AYUZ,UVO,-6.0178,150.9557,15.0,Uvol Airport,small_airport,PG,PG-EBR,Uvol,no
AYVA,xxx,-7.7677,145.4857,85.0,Vailala Airstrip,small_airport,PG,PG-GPK,Hepa,no
AYVB,xxx,-6.4026,147.4223,4732.0,Tobou Airstrip,small_airport,PG,PG-MPL,Tobou,no
AYVL,TLW,-5.2726,150.0089,44.0,Talasea Airport,small_airport,PG,PG-WBK,Talasea,no
AYVM,TCJ,-4.0165,143.1329,90.0,Torembi Airport,small_airport,PG,PG-ESW,Torembi,no
AYVN,VAI,-2.6926,141.3028,10.0,Vanimo Airport,medium_airport,PG,PG-SAN,Vanimo,yes
AYVO,TON,-6.6552,155.4326,300.0,Tonu Airport,small_airport,PG,PG-NSB,Tonu,no
AYVP,xxx,-6.6577,144.2974,2009.0,Woposali Airstrip,small_airport,PG,PG-SHM,Woposali,no
AYVW,WUV,-1.7361111111099998,142.836666667,16.0,Wuvulu Island Airport,small_airport,PG,PG-MRL,Wuvulu Island,no
AYWA,xxx,-7.0287,145.7678,5900.0,Asinuwa Airstrip,small_airport,PG,PG-EHG,Amjenuwa,no
AYWB,WAO,-6.989444444439999,145.075111111,132.0,Wabo Airport,small_airport,PG,PG-GPK,Wabo,no
AYWC,WTT,-6.1325,146.467777778,3900.0,Wantoat Airport,small_airport,PG,PG-MPL,Wantoat,no
AYWD,WBM,-5.6433,143.895004,5889.0,Wapenamanda Airport,medium_airport,PG,PG-EPW,Wapenamanda,yes
AYWF,WAJ,-6.9523,142.6557,370.0,Wawoi Falls Airport,small_airport,PG,PG-WPD,Wavoi Falls,no
AYWG,AGL,-9.3375,149.155555556,53.0,Wanigela Airport,small_airport,PG,PG-NPP,xxx,no
AYWH,WNU,-4.8961,145.3213,2260.0,Wanuma Airport,small_airport,PG,PG-MPM,Wanuma,no
AYWJ,WBC,-9.3376,150.5093,45.0,Wapolu Airport,small_airport,PG,PG-MBA,Wapolu,no
AYWK,WWK,-3.5838301181800003,143.66900634799998,19.0,Wewak International Airport,medium_airport,PG,PG-ESW,Wewak,yes
AYWN,xxx,-3.8183,142.835,279.0,Nugwaia Airstrip,small_airport,PG,PG-ESW,Nugwaia,no
AYWO,WOA,-6.796861111110001,145.891944444,5028.0,Wonenara Airport,small_airport,PG,PG-EHG,Wonenara,no
AYWQ,WKN,-5.8603,155.2223,20.0,Wakunai Airport,small_airport,PG,PG-EBR,Wakunai,no
AYWS,WSU,-5.961709449190001,147.19822526,34.0,Wasu Airport,small_airport,PG,PG-MPL,Wasu,no
AYWT,WTP,-8.54583333333,147.2525,5200.0,Woitape Airport,small_airport,PG,PG-CPM,Fatima Mission,yes
AYWU,WUG,-7.345555555560001,146.718611111,3600.0,Wau Airport,small_airport,PG,PG-SAN,Wau,no
AYWV,xxx,-4.012,142.51,150.0,Warasai Airstrip,small_airport,PG,PG-SAN,Warasai,no
AYWW,xxx,-6.6962,145.8094,5500.0,Owena Airstrip,small_airport,PG,PG-EHG,Owenia,no
AYXB,xxx,-3.6753,142.0151,600.0,Buluwo Airstrip,small_airport,PG,PG-SAN,Buluwo,no
AYXE,YVD,-7.547999999999999,146.188,4510.0,Yeva Airport,small_airport,PG,PG-MPL,Yeva,no
AYXG,xxx,-6.3907,143.5565,4105.0,Sugu Airstrip,small_airport,PG,PG-SHM,Sugu,no
AYXH,xxx,-6.3928,142.2661,335.0,Yehebi Airstrip,small_airport,PG,PG-WPD,Yehebi,no
AYXI,SMJ,-7.75,146.9273,5460.0,Sim Airport,small_airport,PG,PG-MPL,Sim,no
AYXO,TLO,-4.98083019257,152.00999450700002,49.0,Tol Airport,small_airport,PG,PG-EBR,Tol,no
AYXP,WPM,-8.788220405579999,142.882003784,173.0,Wipim Airport,small_airport,PG,PG-WPD,Wipim,yes
AYXS,xxx,-5.1363,142.284,1675.0,Sisamin Airstrip,small_airport,PG,PG-SAN,Sisamin,no
AYXW,WEP,-8.6184,141.1381,50.0,Weam Airport,small_airport,PG,PG-WPD,Weam,no
AYXY,xxx,-3.4625,141.9559,1400.0,Yebil Airstrip,small_airport,PG,PG-SAN,Yebil,no
AYYB,xxx,-5.274722222219999,142.034166667,6050.0,Wobagen Airstrip,small_airport,PG,PG-SAN,xxx,no
AYYD,xxx,-5.0949,142.3846,2060.0,Yatoam Airstrip,small_airport,PG,PG-HE,Yatoam,no
AYYE,KYX,-6.09,147.0117,2600.0,Yalumet Airport,small_airport,PG,PG-MPL,Yalumet,no
AYYG,xxx,-3.967,142.2912,230.0,Yemin Airstrip,small_airport,PG,PG-SAN,Yemin,no
AYYI,xxx,-3.5322,142.1645,1500.0,Yili Airstrip,small_airport,PG,PG-SAN,Yili,no
AYYJ,xxx,-3.4574,142.54,1880.0,Yanungen Airstrip,small_airport,PG,PG-SAN,Yanungen,no
AYYK,YEQ,-5.109722222219999,143.91766666700002,3692.0,Yenkis(Yankisa) Airport,small_airport,PG,PG-EPW,xxx,no
AYYL,TCK,-4.0949,143.3838,59.0,Tinboli Airport,small_airport,PG,PG-ESW,Tinboli,no
AYYM,LNF,-4.8559410000000005,141.22016499999998,3126.0,Munbil Airport,small_airport,PG,PG-SAN,xxx,no
AYYN,xxx,-5.1441,144.5956,4800.0,Yimnalem Airstrip,small_airport,PG,PG-MPM,Yimnalem,no
AYYO,RAX,-9.632916666669995,148.048055556,3500.0,Oram Airport,small_airport,PG,PG-CPM,xxx,no
AYYP,KPE,-4.6280555555600005,141.094166667,600.0,Yapsiei Airport,small_airport,PG,PG-SAN,xxx,no
AYYQ,xxx,-3.585,142.6285,1509.0,Yagrombok Airstrip,small_airport,PG,PG-ESW,Yagrombok,no
AYYR,KSX,-6.6015,146.1813,1520.0,Yasuru Airport,small_airport,PG,PG-MPL,Yasuru,yes
AYYT,xxx,-6.7293,144.303,3700.0,Mount Tauwa Airstrip,small_airport,PG,PG-SHM,Mount Tauwa,no
AYYU,xxx,-4.7912,144.3113,132.0,Mui Airstrip,small_airport,PG,PG-MPM,Mui,no
AYYV,xxx,-4.1003,142.1351,120.0,Yawa Airstrip,small_airport,PG,PG-ESW,Yawa,no
